Molecule,PUBCHEM_COMPOUND_CID,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,Unnamed: 4,Half-Life in MLM minutes,Binary Classification
[Cl]C=1C2=C3N4C=5N6C=7N8C9%10C%11=C%12C%13=C%14C%15=C%11[H].[Cl]C=1C1=C3[H].N=7C3=C8[H].N=5C57C8%11[H].C5%16%17[H].[H]9.[H]%10.[H]7.[H]6.[H]3.[H]%12.[H]4.[H]%16.[H]%17.[H]8.[H]%11.[H]%13.[H]%15.[H]%14.[H]2.[H]1,54757919,"InChI=1S/C20H21Cl2N5/c1-14(2)24-19(25-16-8-9-17(21)18(22)12-16)26-20-23-10-11-27(20)13-15-6-4-3-5-7-15/h3-12,14H,13H2,1-2H3,(H2,23,24,25,26)",FYIFVSHGEMNLEG-UHFFFAOYSA-N,,18.0,0
[Cl]C=1C2=C3N4C5=NC=6N7C89C%10=C%11C%12=C%13C%14=C%10[H].[Cl]C=1C1=C3[H].N=6C3=C7[H].N56[H].[H]8.[H]9.[H]%11.[H]3.[H]%12.[H]%14.[H]%13.[H]4.[H]2.[H]1.[H]6,54757918,"InChI=1S/C17H15Cl2N5/c18-14-7-6-13(10-15(14)19)22-16(20)23-17-21-8-9-24(17)11-12-4-2-1-3-5-12/h1-10H,11H2,(H3,20,21,22,23)",NWLGBGLNWKFROJ-UHFFFAOYSA-N,,37.0,0
[Cl]C=1C2=C3N4C5=NC=6N7C89C%10%11[H].[Cl]C=1C1=C3[H].N=6C3=C7[H].N56[H].C857[H].C98%12[H].[H]%10.[H]%11.[H]5.[H]7.[H]8.[H]%12.[H]3.[H]4.[H]2.[H]6.[H]1,54757916,"InChI=1S/C14H17Cl2N5/c1-14(2,3)21-7-6-18-13(21)20-12(17)19-9-4-5-10(15)11(16)8-9/h4-8H,1-3H3,(H3,17,18,19,20)",OZSUMLITJGOBMI-UHFFFAOYSA-N,,48.0,0
[Cl]C=1C2=C3N4C=5N6C78C9%10C%11%12C%13%14C6%15[H].[Cl]C=1C1=C3[H].N=5C=3N5C6%16C%17%18[H].N=3C3=C5[H].C65%19[H].[H]%11.[H]%12.[H]9.[H]%10.[H]%13.[H]%14.[H]%15.[H]7.[H]8.[H]4.[H]%16.[H]%17.[H]%18.[H]5.[H]%19.[H]3.[H]2.[H]1,54757914,"InChI=1S/C18H23Cl2N5/c1-13(2)25-11-8-21-17(25)23-18(24-9-4-3-5-10-24)22-14-6-7-15(19)16(20)12-14/h6-8,11-13H,3-5,9-10H2,1-2H3,(H,21,22,23)",ULNNVWXVSZSSRX-UHFFFAOYSA-N,,19.7,0
[Cl]C=1C2=C3N4C=5N6C=7N8C9%10C%11%12[H].[Cl]C=1C1=C3[H].N=7C3=C8[H].N=5C57C8%13[H].C9%14%15[H].C%109%16[H].C5%10%17[H].[H]%11.[H]%12.[H]%14.[H]%15.[H]9.[H]%16.[H]6.[H]3.[H]7.[H]4.[H]8.[H]%13.[H]%10.[H]%17.[H]2.[H]1,54757828,"InChI=1S/C17H23Cl2N5/c1-11(2)21-15(22-12-6-7-13(18)14(19)10-12)23-16-20-8-9-24(16)17(3,4)5/h6-11H,1-5H3,(H2,20,21,22,23)",JMJOOFAWOALQQT-UHFFFAOYSA-N,,9.0,0
[Cl]C=1C2=C3N4C=5N6C=7N8C9%10C%11%12C%13%14[H].[Cl]C=1C1=C3[H].N=7C3=C8[H].N=5C57C8%15[H].C%11%16%17[H].C%12%11%18[H].C5%12%19[H].C75%20[H].[H]9.[H]%10.[H]%13.[H]%14.[H]%16.[H]%17.[H]%11.[H]%18.[H]6.[H]3.[H]8.[H]%15.[H]5.[H]%20.[H]%12.[H]%19.[H]4.[H]2.[H]1,54757825,"InChI=1S/C19H27Cl2N5/c1-18(2,3)12-26-10-9-22-17(26)24-16(25-19(4,5)6)23-13-7-8-14(20)15(21)11-13/h7-11H,12H2,1-6H3,(H2,22,23,24,25)",LYRXMYNBSVGCFZ-UHFFFAOYSA-N,,11.7,0
[Cl]C=1C2=C3N4C5=NC67C89C%10%11[H].[Cl]C=1C1=C3[H].N3%12C%13%14C%15%16[H].N5%17C3=NC3=C%12[H].C85%12[H].C98%18[H].C%139%19[H].[H]6.[H]7.[H]%10.[H]%11.[H]5.[H]%12.[H]8.[H]%18.[H]%14.[H]%17.[H]%15.[H]%16.[H]9.[H]%19.[H]4.[H]3.[H]2.[H]1,54757824,"InChI=1S/C18H25Cl2N5/c1-12(2)25-9-8-21-17(25)24-16(22-11-18(3,4)5)23-13-6-7-14(19)15(20)10-13/h6-10,12H,11H2,1-5H3,(H2,21,22,23,24)",CAIXMJZPWIWOKN-UHFFFAOYSA-N,,10.8,0
[Cl]C=1C2=C3N4C5=NC67C89[H].[Cl]C=1C1=C3[H].N3%10C%11%12C%13%14[H].N5%15C3=NC3=C%10[H].C65%10[H].C76%16[H].C%117%17[H].[H]%12.[H]6.[H]8.[H]9.[H]5.[H]%10.[H]%16.[H]%13.[H]%14.[H]7.[H]%17.[H]%15.[H]3.[H]4.[H]2.[H]1,54757822,"InChI=1S/C17H23Cl2N5/c1-11(2)24-9-8-20-16(24)22-15(23-17(3,4)5)21-12-6-7-13(18)14(19)10-12/h6-11H,1-5H3,(H2,20,21,22,23)",BPSGFRAKLXKBGO-UHFFFAOYSA-N,,18.2,0
[Cl]C=1C2=C3N4C5=NC=6N7C89C%10%11[H].[Cl]C=1C1=C3[H].N=6C3=C7[H].N56[H].C857[H].[H]9.[H]%10.[H]%11.[H]5.[H]7.[H]3.[H]4.[H]2.[H]1.[H]6,54669861,"InChI=1S/C13H15Cl2N5/c1-8(2)20-6-5-17-13(20)19-12(16)18-9-3-4-10(14)11(15)7-9/h3-8H,1-2H3,(H3,16,17,18,19)",RXSLWJPCOGXLCM-UHFFFAOYSA-N,,27.7,0
[Cl]C=1C2=C3N4C=5N6C=7N8C9%10C%11%12[H].[Cl]C=1C1=C3[H].N=7C3=C8[H].N=5C57C8%13[H].C9%14%15[H].C59%16[H].[H]%10.[H]%11.[H]%12.[H]%14.[H]%15.[H]6.[H]7.[H]3.[H]4.[H]8.[H]%13.[H]9.[H]%16.[H]2.[H]1,54669859,"InChI=1S/C16H21Cl2N5/c1-10(2)20-15(21-12-5-6-13(17)14(18)9-12)22-16-19-7-8-23(16)11(3)4/h5-11H,1-4H3,(H2,19,20,21,22)",INSVENHLKXQQID-UHFFFAOYSA-N,,5.9,0
[Cl]C=1C2=C3N4C5=NC=6N7C89C%10%11[H].[Cl]C=1C1=C3[H].N=6C36C7%12[H].N57[H].C85%13[H].[H]9.[H]%12.[H]3.[H]6.[H]%10.[H]%11.[H]5.[H]%13.[H]4.[H]7.[H]2.[H]1,54669761,"InChI=1S/C13H17Cl2N5/c1-8(2)20-6-5-17-13(20)19-12(16)18-9-3-4-10(14)11(15)7-9/h3-4,7-8H,5-6H2,1-2H3,(H3,16,17,18,19)",XDEDEROHMDNNQX-UHFFFAOYSA-N,,60.0,1
[Cl]C=1C2=C3N4C=5N6C=7N8C9%10C%11%12[H].[Cl]C=1C1=C3[H].O=C3N=5.N=7C5=C8[H].C978[H].C39%13C3%14[H].C9%15%16[H].[H]%10.[H]%11.[H]%12.[H]7.[H]8.[H]6.[H]5.[H]%13.[H]4.[H]3.[H]%14.[H]%15.[H]%16.[H]2.[H]1,54669759,"InChI=1S/C17H21Cl2N5O/c1-10(2)15(25)22-16(21-12-5-6-13(18)14(19)9-12)23-17-20-7-8-24(17)11(3)4/h5-11H,1-4H3,(H2,20,21,22,23,25)",CHZDMTNQBAPXDO-UHFFFAOYSA-N,,60.0,1
[Cl]C=1C2=C3N4C=5N6C=7N8C9%10C%11%12[H].[Cl]C=1C1=C3[H].N=7C37C8%13[H].N=5C58C%14%15[H].C9%16%17[H].C59%18[H].[H]%10.[H]%13.[H]3.[H]7.[H]%11.[H]%12.[H]%16.[H]%17.[H]6.[H]8.[H]4.[H]9.[H]%18.[H]%14.[H]%15.[H]2.[H]1,53492726,"InChI=1S/C16H23Cl2N5/c1-10(2)20-15(21-12-5-6-13(17)14(18)9-12)22-16-19-7-8-23(16)11(3)4/h5-6,9-11H,7-8H2,1-4H3,(H2,19,20,21,22)",ONXUNWLAAAKMQQ-UHFFFAOYSA-N,,13.6,0
O1C2=C3N=C1C1=C4C5=C6OC7=C8C9=C%10OC%11%12[H].N%13%14C%15%16C%17%18C%19%20C%21%22C%23%24C%25%26[H].C%15%27%28[H].C3%13%15[H].C13=C6[H].C71=C%10[H].[H]%16.[H]%17.[H]%18.[H]%19.[H]%20.[H]%21.[H]%22.[H]%14.[H]%27.[H]%28.[H]%23.[H]%24.[H]%15.[H]%25.[H]%26.[H]2.[H]4.[H]3.[H]5.[H]8.[H]1.[H]9.[H]%11.[H]%12,56683848,"InChI=1S/C24H30N2O3/c1-4-5-6-7-18(2)25-16-20-17-28-24(26-20)19-8-10-22(11-9-19)29-23-14-12-21(27-3)13-15-23/h8-15,17-18,25H,4-7,16H2,1-3H3",SITIXROZVJKRMR-UHFFFAOYSA-N,,34.0,0
[F]C1=C2OC34C56C78C9%10[H].O%11C%12=C%13N=C%11C%11=C1[H].N1%14C%15%16C%17%18C%19%20C%21%22C%23%24C%25%26[H].C%15%27%28[H].C%131%15[H].C%111=C2[H].[H]%16.[H]%17.[H]%18.[H]%19.[H]%20.[H]%21.[H]%22.[H]%14.[H]%27.[H]%28.[H]%23.[H]%24.[H]%15.[H]%25.[H]%26.[H]%12.[H]5.[H]6.[H]3.[H]4.[H]7.[H]8.[H]1.[H]9.[H]%10,56683212,"InChI=1S/C21H31FN2O2/c1-4-6-8-9-16(3)23-14-18-15-26-21(24-18)17-10-11-20(19(22)13-17)25-12-7-5-2/h10-11,13,15-16,23H,4-9,12,14H2,1-3H3",FIXONOIJEHMZAY-UHFFFAOYSA-N,,75.0,1
O1C2=NC=3C45N6C78C9%10C%11%12[H].C%13%14%15C%16%17C%18%19C%20%21[H].C7%22%23[H].C%137=C%13C%24=C2C2=C7[H].C1=3[H].[H]8.[H]9.[H]%10.[H]6.[H]4.[H]5.[H]%14.[H]%15.[H]%16.[H]%17.[H]%22.[H]%23.[H]%18.[H]%19.[H]%11.[H]%12.[H]%13.[H]%24.[H]2.[H]%20.[H]%21,56682910,"InChI=1S/C18H26N2O/c1-4-6-7-15-8-10-16(11-9-15)18-20-17(13-21-18)12-19-14(3)5-2/h8-11,13-14,19H,4-7,12H2,1-3H3",GIFQYPHOACYOIN-UHFFFAOYSA-N,,20.0,0
[Cl]C1=C2C3=C4C56OC7=C8C9=C%10C=%11OC%12=C%13N=%11.N%11%14C%15%16C%17%18C%19%20C%21%22C%23%24C%25%26[H].C%15%27%28[H].C%13%11%15[H].C%10%11=C7[H].C47=C1[H].[H]%16.[H]%17.[H]%18.[H]%19.[H]%20.[H]%21.[H]%22.[H]%14.[H]%27.[H]%28.[H]%23.[H]%24.[H]%15.[H]%25.[H]%26.[H]%12.[H]9.[H]%11.[H]8.[H]5.[H]6.[H]3.[H]7.[H]2,56682866,"InChI=1S/C24H29ClN2O2/c1-3-4-5-6-18(2)26-15-22-17-29-24(27-22)20-9-13-23(14-10-20)28-16-19-7-11-21(25)12-8-19/h7-14,17-18,26H,3-6,15-16H2,1-2H3",FPQSWJFTBRDNGN-UHFFFAOYSA-N,,41.0,0
O1C2=NC=3C45N6C78C9%10C%11%12C%13%14C%15%16C%17%18[H].C7%19%20[H].C7%21%22C%23%24C%25%26C%27%28[H].C7%29=C7C%30=C2C2=C%29[H].C1=3[H].[H]8.[H]9.[H]%10.[H]%11.[H]%12.[H]%13.[H]%14.[H]6.[H]%19.[H]%20.[H]%15.[H]%16.[H]4.[H]5.[H]%17.[H]%18.[H]%21.[H]%22.[H]%23.[H]%24.[H]%25.[H]%26.[H]7.[H]%30.[H]2.[H]%27.[H]%28,56682802,"InChI=1S/C21H32N2O/c1-4-6-8-9-17(3)22-15-20-16-24-21(23-20)19-13-11-18(12-14-19)10-7-5-2/h11-14,16-17,22H,4-10,15H2,1-3H3",VDAWBGQGULWBCU-UHFFFAOYSA-N,,73.0,1
O1C2=C3N=C1C1=C4C5=C6C78C9%10[H].N%11%12C%13%14C%15%16C%17%18C%19%20C%21%22C%13%23C%13%24C%25%26C%15%27[H].C%19%25%15[H].C3%11%19[H].C13=C6[H].C716[H].C87%11[H].[H]%16.[H]%23.[H]%26.[H]%20.[H]%14.[H]%13.[H]%24.[H]%27.[H]%21.[H]%22.[H]%17.[H]%18.[H]%15.[H]%12.[H]%19.[H]2.[H]4.[H]3.[H]5.[H]9.[H]%10.[H]1.[H]6.[H]7.[H]%11,56682793,"InChI=1S/C24H32N2O/c1-24(2,3)20-6-4-17(5-7-20)23-26-21(14-27-23)13-25-22-18-9-15-8-16(11-18)12-19(22)10-15/h4-7,14-16,18-19,22,25H,8-13H2,1-3H3",HKWHOMBBOSVBTG-UHFFFAOYSA-N,,59.0,0
[F]C1=C2C3=C4N=C5N6O[H].C7=8C5=C5C9=C%10C=8[H].C78=C7C%11=C%12C%13=C8[H].C48=C1[H].[H]5.[H]7.[H]%10.[H]9.[H]%11.[H]%13.[H]%12.[H]6.[H]3.[H]8.[H]2,56682605,"InChI=1S/C19H15FN2O/c20-15-10-12-16(13-11-15)21-19(22-23)18-9-5-4-8-17(18)14-6-2-1-3-7-14/h1-13,23H,(H,21,22)",POPNISUCQUYUDA-UHFFFAOYSA-N,,14.0,0
O1C2=C3N=C1C1=C4C5=C6OC78C9%10OC%11%12C%13%14[H].N%15%16C%17%18C%19%20C%21%22C%23%24C%25%26C%27%28[H].C%17%29%30[H].C3%15%17[H].C13=C6[H].[H]%18.[H]%19.[H]%20.[H]%21.[H]%22.[H]%23.[H]%24.[H]%16.[H]%29.[H]%30.[H]%25.[H]%26.[H]%17.[H]%27.[H]%28.[H]2.[H]4.[H]3.[H]5.[H]7.[H]8.[H]9.[H]%10.[H]%11.[H]%12.[H]%13.[H]%14,56682582,"InChI=1S/C21H32N2O3/c1-4-6-7-8-17(3)22-15-19-16-26-21(23-19)18-9-11-20(12-10-18)25-14-13-24-5-2/h9-12,16-17,22H,4-8,13-15H2,1-3H3",GMYNETBOGJVILG-UHFFFAOYSA-N,,20.0,0
O1C2=NC=3C45N6C78C9%10C%11%12C%13%14C%15%16C%17%18[H].O%19C%20=C%21C%22=C%23C2%24[H].C72%25[H].C1=3[H].C%231=C%20[H].C%1937[H].[H]8.[H]9.[H]%10.[H]%11.[H]%12.[H]%13.[H]%14.[H]6.[H]2.[H]%25.[H]%15.[H]%16.[H]4.[H]5.[H]%17.[H]%18.[H]%24.[H]%22.[H]1.[H]%21.[H]3.[H]7,56682249,"InChI=1S/C19H28N2O2/c1-4-5-6-7-15(2)20-13-17-14-23-19(21-17)12-16-8-10-18(22-3)11-9-16/h8-11,14-15,20H,4-7,12-13H2,1-3H3",XZTCKEZOKASJAI-UHFFFAOYSA-N,,16.0,0
O1C2=C3N=C1C1=C4C5=C6OC78C9%10[H].N%11%12C%13%14C%15%16C%17%18C%19%20C%21%22C%23%24C%13%25[H].C3%11%13[H].C13=C6[H].[H]%14.[H]%25.[H]%15.[H]%16.[H]%17.[H]%23.[H]%24.[H]%18.[H]%21.[H]%22.[H]%19.[H]%20.[H]%12.[H]%13.[H]2.[H]4.[H]3.[H]5.[H]7.[H]8.[H]9.[H]%10,56682239,"InChI=1S/C19H26N2O2/c1-2-22-18-11-9-15(10-12-18)19-21-17(14-23-19)13-20-16-7-5-3-4-6-8-16/h9-12,14,16,20H,2-8,13H2,1H3",QHSJCWJGZSOCDF-UHFFFAOYSA-N,,39.0,0
O1N2C3=NC45C67C89C6%10[H].C3=6C=3C%11=C%12C%13=C%14C%15=C%11[H].C=6%11C6=C%16C=3[H].[H]7.[H]8.[H]9.[H]%10.[H]4.[H]5.[H]%11.[H]2.[H]6.[H]%16.[H]%12.[H]%13.[H]%15.[H]%14.[H]1,56682237,"InChI=1S/C17H18N2O/c20-19-17(18-12-13-10-11-13)16-9-5-4-8-15(16)14-6-2-1-3-7-14/h1-9,13,20H,10-12H2,(H,18,19)",LBWOFTSJUHMGLA-UHFFFAOYSA-N,,9.0,0
O1C2=NC3=C1N1C45C67OC89C1%10[H].N1%11C2%12C2%13C%14%15C%16%17[H].C2%18%19[H].C12%20C1=C%21C%22=C%23C%24=C1[H].C31%25C3=C%26C%27=C%28C%29=C3[H].C%233%30[H].[H]%12.[H]%13.[H]%14.[H]%15.[H]%11.[H]%18.[H]%19.[H]%10.[H]4.[H]5.[H]2.[H]%20.[H]%16.[H]%17.[H]8.[H]9.[H]6.[H]7.[H]1.[H]%25.[H]%21.[H]%26.[H]%22.[H]%24.[H]%27.[H]%29.[H]%28.[H]3.[H]%30,56682147,"InChI=1S/C27H35N3O2/c1-4-21(3)25(28-19-23-12-10-20(2)11-13-23)26-29-24(18-22-8-6-5-7-9-22)27(32-26)30-14-16-31-17-15-30/h5-13,21,25,28H,4,14-19H2,1-3H3",YULZIQNVMXNVSA-UHFFFAOYSA-N,,2.0,0
O1N=C2N3C45C67C89C%10%11C3%12[H].C2=3C=2C%13=C%14C%15=C%16C%17=C%13[H].C=3%13C3=C%18C=2[H].[H]8.[H]9.[H]%10.[H]%11.[H]6.[H]7.[H]4.[H]5.[H]%12.[H]%13.[H]3.[H]%18.[H]%14.[H]%15.[H]%17.[H]1.[H]%16,56682135,"InChI=1S/C18H20N2O/c21-19-18(20-13-7-2-8-14-20)17-12-6-5-11-16(17)15-9-3-1-4-10-15/h1,3-6,9-12,21H,2,7-8,13-14H2/b19-18-",YDKLDMDTAQTSTC-HNENSFHCSA-N,,5.0,0
O1C2=C3N=C1C1=C4C5=C6OC78C9%10C%11%12C%13%14[H].N%15%16C%17%18C%19%20C%21%22C%23%24C%25%26C%21%27[H].C%25%21%28C%19%25[H].C%23%19%29[H].C%24%23%30[H].C3%15%24[H].C13=C6[H].[H]%22.[H]%26.[H]%27.[H]%20.[H]%21.[H]%28.[H]%25.[H]%19.[H]%29.[H]%23.[H]%30.[H]%17.[H]%18.[H]%16.[H]%24.[H]2.[H]4.[H]3.[H]5.[H]9.[H]%10.[H]7.[H]8.[H]%11.[H]%12.[H]%13.[H]%14,56680524,"InChI=1S/C24H34N2O2/c1-4-5-12-27-21-10-7-17(8-11-21)23-26-20(16-28-23)15-25-14-18-6-9-19-13-22(18)24(19,2)3/h7-8,10-11,16,18-19,22,25H,4-6,9,12-15H2,1-3H3/t18-,19-,22-/m0/s1",SHSGSBFBWPQSDW-IPJJNNNSSA-N,,9.0,0
O1C=2N3C45C67C89C%10%11C3%12[H].O3C=%13C=%14C%15%16N%17C%18%19C%20%21C%22%23C%24%25[H].N%26=C1%18.C=2%26C1=C2C%18=C%26C%27=C1[H].C%201%28[H].C=%14%20C%14=C%29C=%13[H].C3%13%30[H].[H]%19.[H]%21.[H]4.[H]5.[H]%12.[H]%10.[H]%11.[H]6.[H]7.[H]8.[H]9.[H]%22.[H]%23.[H]%17.[H]1.[H]%28.[H]%15.[H]%16.[H]%24.[H]%25.[H]2.[H]%20.[H]%18.[H]%27.[H]%26.[H]%14.[H]%29.[H]%13.[H]%30,56679879,"InChI=1S/C27H35N3O2/c1-4-20(2)24(28-19-22-15-9-10-16-23(22)31-3)26-29-25(21-13-7-5-8-14-21)27(32-26)30-17-11-6-12-18-30/h5,7-10,13-16,20,24,28H,4,6,11-12,17-19H2,1-3H3",YZYGOZIGGKPNTA-UHFFFAOYSA-N,,4.0,0
O1C2=C3N=C1C1=C4C5=C6C7=C1[H].N18C9%10C%11%12C%13%14C%15%16C%17%18C%13%19[H].C9%17%13[H].C%159%17[H].C%16%15%20[H].C%11%16%21[H].C31%11[H].C61=C3C6=C%22C%23=C1[H].[H]%14.[H]%18.[H]%19.[H]%12.[H]%13.[H]%10.[H]9.[H]%17.[H]%15.[H]%20.[H]%16.[H]%21.[H]8.[H]%11.[H]2.[H]4.[H]5.[H]7.[H]3.[H]6.[H]%23.[H]%22,56679512,"InChI=1S/C26H30N2O/c1-17-23-13-21(26(23,2)3)14-24(17)27-15-22-16-29-25(28-22)20-11-9-19(10-12-20)18-7-5-4-6-8-18/h4-12,16-17,21,23-24,27H,13-15H2,1-3H3/t17-,21+,23-,24-/m1/s1",YTKJRKWKUDTUCE-JLEAQPBLSA-N,,177.0,1
O1C=2N3C45C67C89C%10%11C3%12[H].O3C%13%14C%15%16C%17%18N%19C%20%21C%22%23C%24%25C%26%27[H].N%28=C1%20.C=2%28C1=C2C%20=C%28C%29=C1[H].C%221%30[H].C3%22%31C3%32[H].[H]%21.[H]%23.[H]4.[H]5.[H]%12.[H]6.[H]7.[H]%10.[H]%11.[H]8.[H]9.[H]%24.[H]%25.[H]%19.[H]1.[H]%30.[H]%17.[H]%18.[H]%26.[H]%27.[H]%15.[H]%16.[H]%13.[H]%14.[H]2.[H]%20.[H]%29.[H]%28.[H]%22.[H]%31.[H]3.[H]%32,56679272,"InChI=1S/C24H37N3O2/c1-4-19(3)21(25-15-12-18-28-5-2)23-26-22(20-13-8-6-9-14-20)24(29-23)27-16-10-7-11-17-27/h6,8-9,13-14,19,21,25H,4-5,7,10-12,15-18H2,1-3H3",MREVQRIXUSBDST-UHFFFAOYSA-N,,3.0,0
O1C=2N=C3C4=C5C=2C2=NC67C89N%10[H].O%11N2[H].C82%12C8%13C%14%15C6%16[H].C16=C1C%17=C%18C%19%20C%21%22[H].C6%23=C%18[H].[H]9.[H]7.[H]2.[H]%12.[H]%16.[H]8.[H]%13.[H]%14.[H]%15.[H]%10.[H]5.[H]4.[H]%11.[H]3.[H]%19.[H]%20.[H]1.[H]%23.[H]%17.[H]%21.[H]%22,56679047,"InChI=1S/C20H26N4O2/c1-2-14-9-11-15(12-10-14)26-20-16(6-5-13-22-20)19(24-25)23-18-8-4-3-7-17(18)21/h5-6,9-13,17-18,25H,2-4,7-8,21H2,1H3,(H,23,24)/t17-,18?/m0/s1",JOYIXTYQPJJHQI-ZENAZSQFSA-N,,116.0,1
O1C2=NC=3C45N6C78C9%10N%11C%12%13[H].C%14%15%16C%17%18C%19%20C%21%22[H].C%14%23=C%14C%24=C2C2=C%23[H].C1=3[H].C%1113[H].[H]%15.[H]%16.[H]%17.[H]%18.[H]7.[H]8.[H]9.[H]%10.[H]%19.[H]%20.[H]4.[H]5.[H]6.[H]%14.[H]%24.[H]2.[H]%21.[H]%22.[H]1.[H]3.[H]%12.[H]%13,56678949,"InChI=1S/C18H27N3O/c1-4-5-6-15-7-9-16(10-8-15)18-20-17(14-22-18)13-19-11-12-21(2)3/h7-10,14,19H,4-6,11-13H2,1-3H3",HBUUXNLLVVXMKF-UHFFFAOYSA-N,,15.0,0
O1C2=C3N=C1C1=C4C5=C6OC78C9=C%10C%11=C%12C%13=C9[H].N9%14C%15%16C%17%18C%19%20C%21%22C%23%24C%25%26[H].C%15%27%28[H].C39%15[H].C13=C6[H].C%1216[H].[H]%16.[H]%17.[H]%18.[H]%19.[H]%20.[H]%21.[H]%22.[H]%14.[H]%27.[H]%28.[H]%23.[H]%24.[H]%15.[H]%25.[H]%26.[H]2.[H]4.[H]3.[H]5.[H]7.[H]8.[H]%10.[H]%11.[H]%13.[H]1.[H]6,56678689,"InChI=1S/C25H32N2O2/c1-4-5-6-7-20(3)26-16-23-18-29-25(27-23)22-12-14-24(15-13-22)28-17-21-10-8-19(2)9-11-21/h8-15,18,20,26H,4-7,16-17H2,1-3H3",NCJXUSLIKMXPJD-UHFFFAOYSA-N,,64.0,1
O1C23C4=NO[H].O5C6=C7C8=C4C4=C6[H].C169[H].C51%10[H].[H]8.[H]4.[H]2.[H]3.[H]7.[H]6.[H]9.[H]1.[H]%10,56676551,"InChI=1S/C10H13NO3/c1-13-7-10(11-12)8-3-5-9(14-2)6-4-8/h3-6,12H,7H2,1-2H3/b11-10-",QLBNZUUHTMFNCP-KHPPLWFESA-N,,44.0,0
O1C2=C3C4=C5C6=NC7=C8C9=C%10OC%11%12[H].O%13N6[H].C56=C2[H].C72=C%10[H].C157[H].[H]4.[H]6.[H]3.[H]8.[H]2.[H]9.[H]5.[H]7.[H]%11.[H]%12.[H]%13,56676267,"InChI=1S/C15H16N2O3/c1-19-13-7-3-11(4-8-13)15(17-18)16-12-5-9-14(20-2)10-6-12/h3-10,18H,1-2H3,(H,16,17)",FHLYUWZWMYLPRI-UHFFFAOYSA-N,,2.0,0
O1C2=C3N=C1C1=C4C=5OC67[H].N89C%10%11C%12%13C%14%15C%16%17C%18%19C%20%21[H].C%10%22%23[H].C38%10[H].C13=C1C=5C58[H].[H]%11.[H]%12.[H]%13.[H]%14.[H]%15.[H]%16.[H]%17.[H]9.[H]%22.[H]%23.[H]%18.[H]%19.[H]%10.[H]%20.[H]%21.[H]2.[H]4.[H]3.[H]1.[H]5.[H]8.[H]6.[H]7,56676208,"InChI=1S/C19H28N2O2/c1-5-6-7-8-15(3)20-12-17-13-23-19(21-17)16-10-9-14(2)18(11-16)22-4/h9-11,13,15,20H,5-8,12H2,1-4H3",JONBCNZUZDLQCC-UHFFFAOYSA-N,,10.0,0
O1C2=NC3=C1N1C45C67OC89C1%10[H].N1%11C2%12C2%13C%14%15C%16%17C%18%19C%20%21C2%22[H].C12%23C1=C%24C%25=C%26C%27=C1[H].C31%28C3=C%29C%30=C%31C%32=C3[H].C%263%33[H].[H]%13.[H]%14.[H]%15.[H]%22.[H]%12.[H]%20.[H]%21.[H]%16.[H]%17.[H]%18.[H]%19.[H]%11.[H]2.[H]%23.[H]%10.[H]4.[H]5.[H]1.[H]%28.[H]8.[H]9.[H]6.[H]7.[H]%24.[H]%25.[H]%27.[H]%29.[H]%30.[H]%32.[H]3.[H]%33.[H]%31,56675750,"InChI=1S/C29H37N3O2/c1-22-12-14-24(15-13-22)21-30-27(25-10-6-3-7-11-25)28-31-26(20-23-8-4-2-5-9-23)29(34-28)32-16-18-33-19-17-32/h2,4-5,8-9,12-15,25,27,30H,3,6-7,10-11,16-21H2,1H3",XMDTZLRWVHAOLZ-UHFFFAOYSA-N,,4.0,0
O1C=2N3C45C67C89C%10%11C3%12[H].O3C=%13C%14=C%15C%16%17N%18C%19%20C1=NC=2C12C%21=C%22C%23=C%24C%25=C%21[H].O%21C=%13C%13=C%15[H].C%19%15%26C%19%27C%28=C%29C%30=C%31C%32=C%28[H].C3%28%33[H].C%213%34[H].[H]%12.[H]4.[H]5.[H]6.[H]7.[H]%10.[H]%11.[H]8.[H]9.[H]%20.[H]%15.[H]%26.[H]1.[H]2.[H]%18.[H]%19.[H]%27.[H]%16.[H]%17.[H]%22.[H]%29.[H]%14.[H]%23.[H]%25.[H]%30.[H]%32.[H]%13.[H]%24.[H]%31.[H]%28.[H]%33.[H]3.[H]%34,56675346,"InChI=1S/C33H39N3O3/c1-37-30-19-17-27(23-31(30)38-2)24-34-28(18-16-25-12-6-3-7-13-25)32-35-29(22-26-14-8-4-9-15-26)33(39-32)36-20-10-5-11-21-36/h3-4,6-9,12-15,17,19,23,28,34H,5,10-11,16,18,20-22,24H2,1-2H3",NOLABLPNMSQXME-UHFFFAOYSA-N,,2.0,0
